Restaurant Name,Restaurant Name Length,Address Length,Has Table Booking (binary),Has Online Delivery (binary),Aggregate rating
Kake Da Hotel,13,45,0,1,3.5
Biryani,7,16,0,0,0.0
C Cube,6,43,0,0,0.0
Chicago Pizza,13,71,0,0,0.0
Kettle & Kegs,13,16,0,1,0.0
Keventers,9,45,0,0,0.0
Keventers,9,59,0,0,0.0
Navab's,7,54,0,0,0.0
Nawabi Mughlai Zaika Food Van,29,16,0,0,0.0
NS Punjabi Swad,15,57,0,0,0.0
Pitstop,7,86,0,0,0.0
Royal Spice Restaurant,22,49,0,1,0.0
Sethi's,7,54,0,0,0.0
Snacks Parties,14,16,0,0,0.0
Peshawari Delux Restaurant,26,32,0,0,2.4
WTF - World's Tastiest Food,27,16,0,1,2.4
Salato Salad Studio,19,30,0,1,4.1
AB Fast N Food,14,63,0,1,2.7
Cafe 44,7,35,0,0,3.0
Cafe Onion Rings,16,49,0,0,2.9
Club 44,7,51,0,0,3.2
Indian Curry House,18,16,0,1,3.1
Krunchies,9,61,0,1,2.5
Platefull,9,49,0,1,3.4
Sanghai Food,12,59,0,0,2.9
Shadev Saini Dhaba,18,51,0,0,3.0
Wasim Biryani Center,20,54,0,0,2.8
Hungry - I,10,55,0,1,3.7
Smoking Tikka,13,26,0,1,3.7
The Fusion Food Stand,21,30,0,1,3.8
44 Grills,9,26,0,1,0.0
Ammi's Kitchen,14,16,0,0,0.0
Bangali Restaurant,18,47,0,0,0.0
Home Cafe,9,41,0,0,0.0
Hot Chilli Food Plaza,21,42,0,0,0.0
Kanak Kitchen,13,44,0,0,0.0
Speziato Foods,14,40,0,0,0.0
The Golden Spoon,16,38,0,0,0.0
The Saffron Plant Restaurant,28,61,1,0,0.0
Zaika Tiffin Center,19,48,0,0,0.0
#Urban Caf��,12,61,0,1,3.3
Baked! Cakes & Desserts,23,35,0,0,3.3
Quick Grabs,11,65,0,1,3.1
The Roll Van,12,24,0,0,2.9
Balaji Restaurant & Sweets,26,68,0,0,0.0
Baskin Robbins,14,39,0,1,0.0
Baskin Robbins,14,51,0,0,0.0
Chandu Chat Bhandar,19,44,0,0,0.0
Foodies Park,12,74,0,0,0.0
Noida Cakes Online,18,16,0,0,3.0
The Epicureans,14,55,0,0,3.4
Bhojanam4u,10,23,0,0,0.0
Chocadoodledoo,14,99,0,0,0.0
Chocolate Therapy by Nishi,26,39,0,0,0.0
Cookie House,12,16,0,0,0.0
Adhikari Fast Food Corner,25,49,0,0,2.8
Amrit's Agni Multi Cuisine Restaurant,37,61,0,0,2.9
Punjabi Chaska,14,47,0,0,3.0
The Choco Shop,14,16,0,0,3.0
The Taste,9,44,0,0,3.1
Tibb's Frankie,14,64,0,1,3.4
Amazing Burgers,15,83,0,0,0.0
Kitchen Express,15,16,0,0,0.0
Domino's Pizza,14,83,0,0,2.3
Public Cafe,11,36,0,1,2.4
Chocopur,8,31,0,0,3.0
Sweta Restaurant,16,56,0,1,3.2
Flames of Tandoor,17,46,0,1,3.5
Shaivi's Kitchen,16,68,0,0,0.0
Kuppies,7,33,0,0,3.8
The Urban Chulha,16,34,0,1,3.5
Goyal Chhole Kulche Wala,24,42,0,0,0.0
Cafe Coffee Day,15,29,0,0,2.7
Choco House,11,22,0,0,3.4
DCK- Dana Choga's Kitchen,25,40,0,1,2.7
Fresh and Fit Ghar Ka Khana,27,25,0,0,3.1
Hungry Ullu,11,29,0,1,3.3
Khidmat,7,45,0,1,3.4
Lahori Restaurant,17,55,1,0,2.5
New Chinese Chilli Sizzler,26,53,0,0,2.7
Nirmala's,9,43,0,1,3.4
Prime Bakery,12,57,0,0,3.0
Royal Empire Meat Shop,22,40,0,0,3.4
Southern Treat,14,40,0,1,2.8
Subway,6,72,0,0,2.5
The Chickmunks Caf��,20,32,0,1,3.2
The FLIP Cafe,13,16,0,1,2.6
Yo! China,9,24,0,1,2.5
Gopala,6,39,0,0,3.6
R.I.P Cafe & Lounge,19,40,0,1,3.5
Big Biryani,11,32,0,0,0.0
Cupcakes & More,15,52,0,0,0.0
Heavens Food Xprs,17,29,0,0,0.0
Parul's Cooking Hub,19,41,0,0,0.0
Republic of Chicken,19,50,0,0,0.0
Somethings Sweet,16,22,0,0,0.0
Chawla's�_,10,40,1,1,2.3
Domino's Pizza,14,40,0,0,2.4
Nazeer Foods,12,32,0,1,2.3
Night Food Xprs,15,53,0,1,2.3
Pizza Hut Delivery,18,40,0,1,2.3
The Caspian,11,40,1,1,2.4
The Noodle Box Co.,18,40,1,0,2.4
WTF - World's Tastiest Food,27,16,0,1,2.4
Biryani By Kilo,15,16,0,1,4.1
Kalpak Restaurant & Cafe,24,44,1,1,4.3
Theos,5,40,0,0,4.1
Aamantran Bangla,16,16,0,0,2.7
Chung-Fu,8,22,0,0,3.0
Paco Meals,10,16,0,0,2.8
Reena Restaurant,16,24,0,0,2.7
Sanskriti Foods,15,56,0,1,3.1
Biryani Vice,12,22,0,1,3.6
Dietwholic,10,22,0,1,3.7
Goldenplates,12,62,0,0,3.6
Mishti's Kitchen,16,22,0,1,3.6
Shahenshah,10,55,0,1,3.5
Ayush Chicken Point,19,56,0,0,0.0
Baby Got Bacon,14,16,0,0,0.0
Better Butter Chicken,21,22,0,0,0.0
Black Pepper,12,46,0,0,0.0
Chandni Chowk 2 China,21,22,0,0,0.0
Choco N Lush,12,16,0,0,0.0
Friend's Restaurant,19,54,0,0,0.0
Ghar Ka Khana,13,55,0,0,0.0
Ghar Ka Swad,12,46,0,0,0.0
Kake Da Dhaba,13,49,0,0,0.0
Knight Kitchens,15,15,0,0,0.0
Lucknow Heritage,16,47,0,0,0.0
Momos Box,9,16,0,0,0.0
Raging Bull - The Spicy Punch,29,16,0,0,0.0
Second Home,11,32,1,0,0.0
The Big Buddha Grill,20,46,0,1,0.0
Whatslife.in,12,37,0,1,0.0
Slice of Italy,14,35,0,1,2.3
Bebbe Da Degh,13,66,0,0,3.2
Chauhan Hotel,13,47,0,0,2.9
52 Food Express,15,32,0,0,0.0
Delicious Treasure,18,30,0,0,0.0
Shiv Murti Hotel,16,63,0,0,0.0
Kaka Ji Restaurant,18,17,0,1,2.9
Lazzez's,8,44,0,0,2.9
Mithaas Sweets,14,48,0,1,3.1
Mithaas,7,54,0,1,3.2
Tandoori Corner,15,50,0,1,2.6
Culinate,8,42,0,1,3.8
Haaochi,7,34,0,1,3.5
Bake Walkers,12,24,0,0,0.0
Chacha Food Street,18,46,0,0,0.0
DudeFood,8,61,0,0,0.0
Indian Special Hot Momos,24,34,0,0,0.0
Kesarwa Bakez,13,53,0,1,0.0
Om Bikaner Sweets,17,34,0,0,0.0
Sadda Adda 2 Cafe & Lounge,26,34,0,0,0.0
The Backyard Chef,17,24,0,0,0.0
Veer Jee,8,46,0,0,0.0
VP ki Kitchen,13,60,0,0,0.0
Flying Cakes,12,65,0,1,2.1
Taste In Box,12,46,0,1,2.3
Snacks Point,12,36,0,0,2.9
Sector 55 China Town,20,32,0,0,0.0
B Tamang Chineese,17,42,0,0,2.9
Foodelicious,12,39,0,1,3.1
The Cake Masters,16,42,0,1,2.5
Food Hut,8,24,0,0,0.0
South Indian Snacks Stall,25,23,0,0,0.0
Twenty Four Seven,17,82,0,0,0.0
Barista,7,41,0,0,3.0
Barista,7,35,0,0,2.9
The Gourmet Shack,17,33,0,1,3.3
"Vanshika Indian, Chinese, & Parantha Corner",43,63,0,0,3.1
Yes Bosz Food Plaza,19,32,0,1,2.7
A1 Restaurant,13,44,0,0,0.0
Aggarwal Sweets India,21,54,0,0,0.0
Chaska Food Hut,15,47,0,0,0.0
Hasty Tasty Fast Food,21,35,0,0,0.0
Pihu's Cafe,11,32,0,0,0.0
Sanjay Pandit Bhojnalaya,24,44,0,0,0.0
Sharma Hotel,12,30,0,0,0.0
Shri G,6,58,0,0,0.0
Nite Bites,10,42,0,1,2.7
Shankar Fast Food,17,53,0,0,2.7
Shivam Fast Food,16,55,0,0,2.9
Yumbo Bites,11,37,0,0,3.1
Essen Foods,11,53,0,0,0.0
L'amore,7,56,0,0,0.0
SPL Food Corner,15,55,0,0,0.0
Shree Ganesh M Cafe,19,54,0,0,3.1
Chauhan Fast Food,17,56,0,0,0.0
Right for Night,15,16,0,0,0.0
Whatslife.in,12,37,0,1,0.0
BakeAffair,10,22,0,0,3.4
Mirchievous,11,16,0,1,3.1
Cafe Coffee Day,15,38,0,0,0.0
Dev Food,8,44,0,0,0.0
Green Vally Chiiness Food,25,42,0,0,0.0
221 B Baker Street,18,33,0,1,3.2
Binge Restaurant,16,53,1,0,3.2
Boxmeal,7,86,0,0,3.0
Brown Town,10,45,0,0,2.7
Cafe Coffee Day,15,49,0,0,3.0
Cafe Coffee Day,15,57,0,0,3.0
Cafe Green Apple,16,43,0,0,3.2
Cake Mandi,10,56,0,0,3.2
Chai Thela,10,43,0,0,3.1
Chinese Chilli Sizzler,22,62,0,0,2.9
Delhi Biryani Hut,17,73,0,0,2.7
Dev's Restaurant & Bar,22,41,0,1,3.1
Doggy Style,11,33,0,1,3.2
Domino's Pizza,14,40,0,0,2.6
Floating Cakes,14,63,0,0,2.8
Food Brigade,12,88,0,0,3.2
Frequent Bakes,14,63,0,1,2.5
GreeNox,7,55,0,1,3.4
GVP Creations,13,16,0,0,3.1
Health Buzzz,12,39,0,1,3.2
Hot & Spicy,11,37,0,0,2.9
Malabar Junction,16,38,0,0,3.3
Masters Caterer,15,64,0,0,2.9
Meeting Point Corner,20,41,0,0,2.8
Mithaas Sweets,14,31,0,1,2.7
Mom's Canteen,13,16,0,0,3.0
MS Foods,8,36,0,0,3.1
Oh Buoy,7,35,0,0,3.3
Old Tehrii Cafe & Lounge,24,48,1,0,3.1
Pichli Gali,11,47,0,0,3.0
Pizza Hut,9,39,0,1,3.1
Rasoi99,7,69,0,1,3.2
Republic of Chicken,19,33,0,0,3.1
Republic's @ Dhaba,18,52,0,0,2.9
Rolling Beans,13,47,0,1,2.8
Rollmaal,8,41,0,1,3.4
Subway,6,41,0,1,2.5
Swad,4,42,1,0,2.8
The Chaiwalas,13,70,0,0,2.9
The Hunger Cure,15,39,0,0,3.0
World Bites,11,60,0,1,3.4
BunkYard Cafe,13,47,0,0,3.5
Chaayos,7,36,0,1,3.5
RollsKing,9,47,0,0,3.8
Sandwich King,13,47,0,1,3.5
Speedy Chow,11,41,0,1,3.6
Aggarwal Bikaneri Sweets & Restaurant,37,44,0,0,0.0
Al-Aayat Mughlai Biryani,24,73,0,0,0.0
Baba Chinese Fast Food,22,54,0,0,0.0
Cafe Coffee Day,15,64,0,0,0.0
Cafe Rap,8,38,0,0,0.0
Chinese Fast Food Corner,24,46,0,0,0.0
Chinese Food Corner,19,34,0,0,0.0
Chinese Hot,11,63,0,0,0.0
Dial a Cake,11,16,0,0,0.0
Doon Dhaba,10,54,0,0,0.0
Food Weavers,12,71,0,0,0.0
Green Chick Chop,16,40,0,0,0.0
Hookie Dookie,13,49,0,0,0.0
Hotel Green View Palace,23,78,0,0,0.0
Hurry Curry Express,19,39,0,0,0.0
Kesarwa Bakez,13,38,0,1,0.0
Let's Noodle,12,27,0,0,0.0
New Dragon Chinese Fast Food  & Paranthey Wala,46,67,0,0,0.0
New Shahi Chinese Fast Food,27,48,0,0,0.0
Night Food Delivery,19,40,0,1,0.0
Rajwana Foods,13,43,0,0,0.0
Shama Chicken Corner,20,38,0,0,0.0
Shiva Shudh Shakahari Bhojnalaya,32,48,0,0,0.0
Shri Balaji Shudh Vaishno Dhaba,31,46,0,0,0.0
Southern Santushti Cafe,23,64,0,0,0.0
Tiffin Man House,16,46,0,0,0.0
WOW Zaika,9,29,0,0,0.0
Grand Eatery,12,32,0,1,2.4
Nathu's Sweets,14,36,0,0,2.4
Subway,6,43,0,1,2.4
Chick Chicken Barbeque,22,46,0,1,2.6
Tiwari Hot Pot,14,22,0,1,2.6
Chaiwaalas,10,25,0,0,0.0
Delhi Mughlai Biryani,21,22,0,0,0.0
Dumpty's,8,64,0,0,0.0
Food Passengers,15,36,0,0,0.0
Hungry Buddies,14,22,0,0,0.0
Maa Durga Food Corner,21,40,0,0,0.0
Subhoj,6,37,0,0,0.0
The Square Meal,15,47,1,0,0.0
Twenty Four Seven,17,71,0,0,0.0
Yeoh,4,16,0,0,0.0
South King Restaurant,21,32,0,0,2.8
Twomato Foods,13,49,0,1,3.2
Lazeez Foods,12,42,0,0,0.0
Spicy Punjabi Tadka,19,37,0,0,0.0
SPL Foods Plaza,15,56,0,0,0.0
Super Cake Shop,15,51,0,1,0.0
Bats On Delivery,16,15,0,1,2.7
Legacy of Awadh,15,22,0,1,3.3
Sweetcake.in,12,21,0,0,0.0
Hurry Curry,11,39,0,0,3.1
Thaaliwaalaa.com,16,32,0,0,2.9
Let's Burrrp,12,39,0,0,0.0
Annapurna Caterings,19,48,0,0,0.0
Beyond Food,11,16,0,0,0.0
Brown Town,10,43,0,0,0.0
Royal Spice,11,77,0,0,0.0
Bikaner's,9,71,0,0,2.9
Chilli Zone,11,59,0,0,3.4
Cold Rock Cafe,14,67,0,0,3.3
Cup and Cones,13,67,0,1,3.1
Desi Spice,10,54,0,1,3.0
Food Destination,16,59,0,0,3.0
Gangaur Sweets,14,102,0,1,2.7
Handi,5,42,0,0,2.9
Hungry Inn,10,64,0,0,3.0
Keventers,9,61,0,0,2.9
La-Cuisine,10,57,0,0,2.9
Melting Flavours,16,68,0,1,3.4
Mighty Mughlai,14,55,0,0,3.2
Mithaas,7,69,0,0,2.9
Mood 4 Food,11,53,0,0,3.1
Northern Bytes,14,57,0,0,3.1
Shahenshah,10,53,0,0,3.0
Sugar Daddy Bakers,18,67,0,1,2.7
Swag Sadda Desi,15,57,0,0,3.1
The Chinese Hut,15,68,0,0,2.9
Wild Chef House,15,36,0,1,3.1
Grub Patio,10,90,0,1,3.7
The Grill @ 76,14,67,0,1,3.5
Zooby's Kitchen,15,67,1,0,3.5
4U,2,58,0,0,0.0
Aadhya Bakery & Foods,21,71,0,0,0.0
Bake Walkers,12,23,0,0,0.0
Bean Machine & Co.,18,16,0,0,0.0
Big B Pastry Shop,17,77,0,0,0.0
Breadman Cake Shop,18,41,0,0,0.0
Breaky2Dinner,13,52,0,0,0.0
Brijwasi Sweets,15,52,0,0,0.0
Cafe Hot Pot,12,45,0,0,0.0
Chef's Curry,12,86,0,0,0.0
Dilli Bakery,12,67,0,0,0.0
Domino's Pizza,14,128,0,0,0.0
Dove And Mouse,14,50,0,0,0.0
Food Cabana,11,43,0,0,0.0
Frozen Grillz,13,74,0,0,0.0
Ganesh Chinese Food Corner,26,63,0,0,0.0
Green Chick Chop,16,58,0,0,0.0
Handi Mitran Di,15,67,0,1,0.0
Hunger Tales,12,34,0,0,0.0
Hydrabad Biryani Express,24,59,0,0,0.0
Ice Stone Cafe,14,59,0,0,0.0
Kake Da Dhaba,13,58,0,0,0.0
Lucknow Wale Kwality Kabab,26,70,0,0,0.0
Mairu's,7,55,0,0,0.0
Meatwale.com,12,53,0,0,0.0
Mr. Biryani Walia,17,59,0,0,0.0
N E Great Foods,15,63,0,0,0.0
New Punjabi Tadka,17,40,0,0,0.0
Royal King,10,60,1,0,0.0
The Dhaba,9,67,0,0,0.0
Tikka Express meets Chennai Express,35,73,0,0,0.0
Vyanjan,7,63,0,0,0.0
Yolkers,7,61,0,0,0.0
Zaika Kathi Rolls,17,76,0,0,0.0
Zaika of Dilli 6,16,59,0,0,0.0
Bikaner's,9,78,0,1,2.4
Chawla's 2,10,49,0,1,2.1
Ginnis Oven,11,23,0,0,3.2
Cream Bell,10,21,0,0,0.0
Whomely,7,23,0,0,3.2
Breaktym,8,53,0,1,3.2
Chinese Chilli Seasonal,23,45,0,0,2.9
Gopala,6,92,0,0,3.4
Hungry's Hut,12,25,0,0,3.1
Kebabplus,9,16,0,1,3.1
Oh Buoy - Flying Fox,20,41,0,0,3.0
Punjabi Pakwaan,15,66,1,1,3.1
The Dessert Table Company,25,83,0,0,3.1
The Roll Van,12,24,0,0,3.0
Kitchen Mantra,14,16,0,1,3.6
Wabi Sabi,9,69,0,1,3.6
Baskin Robbins,14,57,0,0,0.0
Choicest Cakes,14,40,0,0,0.0
Midnight Foodies,16,18,0,0,0.0
Om Sweets Caterers & Bakery,27,35,0,0,0.0
Spicy Affair,12,36,0,0,0.0
The Bakery Mart,15,37,0,0,0.0
Southern Flavours,17,57,0,0,2.4
Cakebak,7,62,0,0,3.1
Fire n Ice,10,48,0,1,0.0
Adarsh Kulfi,12,46,0,0,3.0
Andaaz E Paranthas,18,62,0,0,3.2
Hot Fries,9,46,0,0,3.0
Pizza Hut,9,61,0,0,3.4
Rasoi E Punjab,14,69,0,0,2.6
Subway,6,75,0,1,3.4
Haldiram's,10,57,0,0,3.6
Legends Barbeques,17,51,0,0,3.9
6 Packs Momos,13,34,0,0,0.0
Balti,5,63,0,0,0.0
Baskin Robbins,14,48,0,0,0.0
KBC�_,5,46,0,0,0.0
Nukkad Bites,12,70,0,0,0.0
Pan Asian Noodles,17,46,0,0,0.0
Chicane,7,70,1,0,2.2
US Pizza,8,76,0,1,2.2
Angeethi Se,11,63,0,1,3.2
Barista,7,41,0,0,2.5
BK's The Juice Bar,18,58,0,0,3.0
Eden Kitchen & Bar,18,41,1,1,3.1
Moti Mahal Delux Tandoori Trail,31,53,1,1,2.5
New Woks,8,64,1,1,2.5
Otik Hotshop,12,54,0,1,3.1
Pizza Hut,9,55,0,1,3.3
Punjabi Dhaba 61,16,56,1,1,2.6
Punjabi Pakwaan,15,60,1,1,3.0
Spice of India,14,58,0,1,2.6
Swaad,5,56,0,1,2.7
Yumm Biryani,12,78,0,1,3.2
Otik Cake Shop,14,54,0,1,3.5
Adarsh Kulfi,12,66,0,0,0.0
Pizza Junction,14,58,0,0,0.0
Domino's Pizza,14,55,0,0,2.4
Sagar Ratna,11,50,0,1,2.3
Subway,6,49,0,1,2.3
Barista,7,60,0,0,3.3
Bikano Chat Cafe,16,55,0,0,3.0
Cafe Coffee Day,15,70,0,0,2.7
Cafe Coffee Day,15,65,0,0,2.7
Chaayos,7,58,0,1,3.4
Chopaal Marwari,15,53,0,0,2.8
Dolce Gelato,12,80,0,0,3.0
Domino's Pizza,14,62,0,0,3.2
Gelato Vinto,12,57,0,0,3.1
Kebab Xpress,12,50,0,1,3.2
McDonald's,10,68,0,0,3.4
Pind Balluchi,13,73,1,1,3.3
Ristorante Prego,16,78,1,0,3.1
The Coffee Bean & Tea Leaf,26,84,0,0,2.6
Turquoise Turkish Ice-cream,27,78,0,0,3.4
Yo! China,9,74,0,1,2.6
Baskin Robbins,14,78,0,0,3.5
Burger King,11,73,0,0,3.5
Costa Coffee,12,61,0,0,3.5
Crazy Noodles,13,68,1,1,3.6
Jack Po!tato's,14,76,0,0,3.5
Mandarin Trail,14,73,1,0,3.7
Nazeer Foods,12,73,0,1,3.6
Pizza Hut,9,64,0,0,3.7
Shree Rathnam,13,68,0,0,3.5
TGI Friday's,12,82,1,1,3.5
Thaal Vaadi,11,83,0,0,3.5
Cafe' Wow,9,68,0,0,0.0
Chef's Basket Pop Up Caf��,26,71,0,0,0.0
Chocolate Fountain,18,64,0,0,0.0
McDonald's,10,54,0,0,0.0
Tea Trails,10,74,0,0,0.0
The Hangout-Deli,16,62,1,0,0.0
Chopaal,7,62,0,0,2.0
Club Ice Cube,13,89,1,0,2.0
Moti Mahal Delux Tandoori Trail,31,74,1,1,2.0
The Punjabiis Restro Bar,24,80,1,0,4.0
Sky Grill,9,39,0,1,2.6
Bread & Pasta,13,53,0,0,0.0
Chillies Cafe,13,34,0,0,0.0
Platters,8,52,0,0,0.0
The Grand,9,33,0,0,0.0
Hops n Grains,13,28,0,0,4.2
Genuine Broaster Chicken,24,73,0,0,3.5
Bansi Vihar,11,54,0,0,3.4
Mainland China,14,48,0,0,3.5
Pukhtaan-The Royal Taste of India,33,63,0,0,3.5
The Yellow Chilli,17,77,0,0,3.5
Indian Summer Cafe,18,55,0,0,3.4
KFC,3,74,0,0,3.3
McDonald's,10,86,0,0,3.4
Biryani Mahal,13,51,0,0,3.6
Spice Court - Hotel Maurya,26,49,0,0,3.7
Angeethi,8,73,0,0,3.4
Red Chilli,10,74,0,0,3.6
Pind Balluchi,13,63,0,0,3.3
Raj Rasoi,9,54,0,0,3.3
Kapil Dev's Eleven,18,62,0,0,3.6
Sri Basant Vihar,16,43,0,0,3.6
17 Degrees,10,45,0,0,3.5
Nirvana,7,107,0,0,3.4
Roti Restaurant,15,57,0,0,3.1
Swaaddesh,9,79,0,0,3.5
Auroville Bakery,16,35,0,0,3.8
Tanto Pizzeria,14,63,0,0,3.8
The Smoothie Bar,16,76,0,0,3.7
Le Club,7,62,0,0,3.5
Cafe Ole,8,40,0,0,3.8
Italize,7,78,0,0,3.6
The Pasta Bar Veneto,20,40,0,0,3.6
Baker Street,12,38,0,0,4.1
Zuka Choco-la,13,40,0,0,4.2
Bay of Buddha -  The Promenade,30,57,0,0,3.8
Blueline - The Promenade,24,57,0,0,3.8
Villa Shanti,12,56,0,0,3.9
Le Cafe,7,54,0,0,3.1
Spice Route,11,74,0,0,3.4
#Dilliwaala6,12,43,0,0,3.7
Cafe des Arts,13,43,0,0,3.5
Le Dupleix,10,44,0,0,3.8
Rendezvous Cafe Restaurant,26,39,0,0,3.5
The Indian Kaffe Express,24,59,0,0,3.8
Gelateria Montecatini Terme,27,66,0,0,4.2
The Urban Foundry,17,84,1,0,4.5
Teddy Boy,9,60,1,0,3.6
Effingut Brewerkz,17,54,0,1,4.3
Le Plaisir,10,84,0,0,4.8
Farzi Cafe,10,64,0,0,4.3
Mineority By Saby,17,49,1,0,4.2
The Little Next Door,20,41,1,0,4.1
Effingut Brewerkz,17,41,0,1,4.3
Kargo,5,82,1,0,4.4
Saut��ed Stories,16,89,0,1,4.2
The Sassy Spoon,15,56,1,0,4.1
German Bakery Wunderbar,23,63,0,0,4.0
Chili's,7,57,1,1,4.5
Barbeque Nation,15,61,0,0,4.5
Blue Water,10,61,1,1,4.2
Agent Jack's Bar,16,59,1,0,4.2
Tales & Spirits,15,59,1,1,4.1
18 Degrees Resto Lounge,23,52,1,1,3.6
Apache,6,61,1,0,4.1
Barbeque Ville,14,64,1,0,4.4
Hot Lips,8,53,0,0,3.3
The Kav's,9,49,0,0,3.2
Prana,5,62,0,0,3.7
Kathi Kabab,11,27,0,0,3.3
Yo China Restaurant,19,46,0,0,3.4
Kaveri Restaurant And Caterers,30,56,0,0,4.0
Yellow Sapphire,15,67,0,0,3.7
Moti Mahal Delux Tandoori Trail,31,79,0,0,3.6
Jungli Moon Dance Restaurant,28,78,0,0,3.1
KFC,3,77,0,0,3.2
Punjab Sweet House,18,24,0,0,3.5
Food Belle,10,71,0,0,3.3
Kaveri Restaurant And Caterers,30,48,0,0,3.4
OMG Cafe,8,77,0,0,3.3
The Best,8,40,0,0,3.4
7th Heaven,10,77,0,0,3.7
The Urban Brava,15,48,0,0,3.6
Waterfront - Radisson Blu,25,41,0,0,3.4
Pizza Hut,9,100,0,0,3.5
Aroma - The Royal Retreat,25,56,0,0,3.5
Saffron Mantra,14,45,1,1,4.4
Coffee Cup,10,49,1,0,4.6
Level 5 - Terrace Restro & Cafe,31,78,0,0,3.8
Wok On Fire,11,93,0,0,3.9
Thalaivaa,9,65,0,0,4.1
World Platter,13,79,0,0,3.9
Golden Dragon,13,62,0,0,4.2
Mysore Cafe,11,43,0,0,4.0
Coffee Culture - The Ristorante Lounge,38,68,0,0,4.0
Falafel Lovers,14,66,0,0,4.3
The Centre Court,16,61,0,0,4.1
Wok On Fire,11,82,0,0,3.7
Leonardo Italian Mediterranean Dining,37,76,0,0,4.2
Kansar Gujarati Thali,21,49,0,0,3.9
The Haus,8,70,0,0,3.9
Black Pepper,12,61,0,0,4.1
Pizza Hut,9,54,0,0,4.1
The Sizzling Salsa,18,52,0,0,4.1
Global Local,12,53,0,0,3.4
The Creamery,12,60,0,0,3.6
The Food Lab,12,35,0,0,3.6
The Hog Spot,12,54,0,0,3.8
22nd Parallel,13,65,0,0,4.5
Kabir Kitchen,13,60,0,0,3.8
Kaphi Pibama,12,89,0,0,3.8
VarieTea,8,67,0,0,3.9
Barbeque Nation,15,66,0,0,4.3
Little Italy,12,58,0,0,4.1
Meraki,6,71,0,0,4.0
That Place,10,40,0,0,4.4
Wok On Fire,11,109,0,0,3.8
Mandap - Hotel Express Towers,29,56,0,0,4.0
Offside Lounge,14,90,0,0,3.8
Gazebo Garden Restaurant,24,80,0,0,3.5
La Quello - Mediterranean Kitchen,33,65,0,0,4.6
El Amigos Kitchen,17,89,0,0,3.5
Mr Toasties,11,106,0,0,3.9
The Yellow Chilli,17,96,0,0,3.9
Coffee Culture,14,65,0,0,4.3
Freshco - The Health Caf��,26,97,0,0,4.2
Pizza Hut,9,58,0,0,4.1
Tomato's,8,82,0,0,4.1
Open Hand Shop & Cafe,21,50,0,0,3.4
Pizzeria Vaatika Cafe,21,28,0,0,3.7
Aman Restaurant,15,55,0,0,3.2
Blue Lassi,10,70,0,0,3.7
Kerala Cafe,11,37,0,0,3.6
Baati Chokha,12,57,0,0,3.7
Deena Chat Bhandar,18,47,0,0,3.8
Dosa Cafe,9,48,0,0,3.5
Kashi Chat Bhandar,18,27,0,0,4.1
Chrystal Bowl Restaurant,24,41,0,0,3.3
Flavours Cafe,13,70,0,0,3.4
Ming Garden,11,40,0,0,3.5
Burger King,11,72,0,0,3.4
Tandoor Villa,13,42,0,0,3.6
eastWEST - Radisson Hotel,25,48,0,0,3.3
The Great Kabab Factory - Radisson Hotel,40,48,0,0,3.3
I:ba Cafe & Restaurant,22,36,0,0,3.5
3Cherryz Sky Lounge & Cafe,26,81,0,0,3.2
VNS Live Studio,15,57,0,0,3.5
Singh's Delight Restaurant,26,71,0,0,3.5
Pizza Hut,9,65,0,0,4.6
Pizza Hut,9,74,0,0,4.3
Sri Sairam Parlour,18,59,0,0,4.2
Mekong - Hotel GreenPark,24,58,0,0,4.4
The Square - Hotel Novotel,26,47,0,0,4.1
Alpha Hotel,11,125,0,0,3.7
Barbeque Nation,15,104,0,0,4.9
Double Roti,11,86,0,0,3.8
Bake My Wish,12,48,0,0,3.8
Kamat Restaurant,16,58,0,0,3.6
My Restaurant,13,86,0,0,3.5
Percolator Coffee House,23,60,0,0,3.6
Tea Trails,10,97,0,0,3.7
Six Degrees,11,84,0,0,4.1
Sea Inn - Raju Gaari Dhaba,26,73,0,0,4.0
D Cabana,8,53,0,0,3.6
Kaloreez,8,76,0,0,3.7
Plot 17,7,42,0,0,4.3
Vista - The Park,16,83,0,0,3.8
Flying Spaghetti Monster,24,115,0,0,4.4
Noah's Barn Coffeenery,22,37,0,0,4.2
Momo Milk,9,40,0,0,3.7
Lemongrass,10,45,0,0,4.0
Talaga Sampireun,16,22,0,0,4.9
Toodz House,11,42,0,0,4.6
OJJU,4,60,0,0,3.9
Union Deli,10,80,0,0,4.6
Skye,4,56,0,0,4.1
Satoo - Hotel Shangri-La,24,36,0,0,4.6
MONKS,5,91,0,0,4.2
Zenbu,5,87,0,0,4.4
Sushi Masa,10,32,0,0,4.9
Lucky Cat Coffee & Kitchen,26,68,0,0,4.3
3 Wise Monkeys,14,35,0,0,4.2
Flip Burger,11,38,0,0,4.4
Talaga Sampireun,16,60,0,0,4.9
Fish Streat,11,67,0,0,3.4
Fish Streat,11,46,0,0,4.0
Avec Moi Restaurant and Bar,27,49,0,0,4.3
Onokabe,7,59,0,0,3.7
Talaga Sampireun,16,79,0,0,4.9
Kiss Kiss,9,38,0,0,4.3
Giapo,5,38,0,0,4.7
Milse,5,70,0,0,4.9
Orleans,7,74,0,0,4.1
Depot Eatery and Oyster Bar,27,47,0,0,4.8
Federal Delicatessen,20,46,0,0,4.6
